age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
74,Private,118369,10th,10,Divorced,Armed-Forces,Unmarried,White,Female,54075,0,21,United-States,<=50K
51,Government,975507,Assoc-acdm,11,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,64,Mexico,>50K
85,Private,645091,Assoc-acdm,15,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,37,United-States,>50K
46,Government,757245,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Female,0,0,98,United-States,<=50K
83,Government,214999,9th,12,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,1310,13,United-States,<=50K
33,Private,695018,9th,15,Married-civ-spouse,Sales,Husband,White,Male,0,160,45,Other,>50K
56,Private,608193,7th-8th,14,Divorced,Other-service,Other-relative,White,Male,0,0,59,United-States,>50K
54,Private,346802,Bachelors,3,Divorced,Farming-fishing,Own-child,White,Female,0,0,12,United-States,<=50K
38,Government,284072,12th,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,>50K
61,Private,306948,9th,2,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,26,United-States,>50K
36,Private,773341,Prof-school,5,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,80,United-States,>50K
88,Private,61243,11th,1,Married-civ-spouse,Sales,Own-child,White,Male,0,0,71,United-States,<=50K
25,Private,965822,Masters,3,Never-married,Transport-moving,Other-relative,White,Male,0,0,57,United-States,<=50K
83,Government,131118,12th,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,71,United-States,<=50K
58,Private,188884,11th,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10212,0,78,Mexico,>50K
87,Government,448264,Assoc-acdm,3,Married-civ-spouse,Other-service,Wife,White,Male,0,0,28,Mexico,>50K
78,Private,923993,9th,13,Never-married,Other-service,Not-in-family,White,Male,0,0,43,United-States,>50K
43,Private,140218,12th,4,Never-married,Armed-Forces,Own-child,White,Female,0,0,58,United-States,>50K
88,Government,970379,Some-college,7,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,0,0,89,United-States,>50K
87,Private,769990,1st-4th,12,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,56,United-States,>50K
46,Government,689951,7th-8th,15,Married-civ-spouse,Sales,Husband,White,Female,0,0,59,United-States,>50K
83,Private,918783,Prof-school,12,Never-married,Adm-clerical,Other-relative,White,Male,0,0,98,United-States,<=50K
36,Private,417107,Prof-school,5,Married-civ-spouse,Priv-house-serv,Husband,Other,Male,0,0,35,United-States,>50K
85,Private,381574,Bachelors,5,Married-civ-spouse,Sales,Unmarried,Black,Female,0,0,65,United-States,<=50K
75,Without-pay,772692,Assoc-acdm,13,Married-civ-spouse,Transport-moving,Wife,White,Female,0,1568,87,United-States,>50K
87,Government,542009,10th,1,Divorced,Other-service,Wife,White,Male,0,0,23,United-States,<=50K
74,Private,487293,Masters,8,Never-married,Armed-Forces,Own-child,White,Female,0,0,87,United-States,<=50K
54,Private,167224,Masters,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,34,United-States,>50K
78,Private,190529,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,13,United-States,>50K
47,Private,344803,Assoc-voc,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,88,United-States,<=50K
88,Self-emp,519957,Assoc-voc,5,Married-civ-spouse,Armed-Forces,Husband,White,Female,0,0,41,United-States,<=50K
42,Private,922202,Preschool,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,91,United-States,>50K
82,Government,736708,HS-grad,15,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,87,United-States,<=50K
23,Private,963616,Prof-school,12,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,948,74,United-States,>50K
35,Self-emp,817272,12th,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,70,United-States,>50K
27,Private,666568,Doctorate,1,Divorced,Prof-specialty,Own-child,White,Male,0,0,29,United-States,>50K
28,Private,945746,Preschool,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,83,United-States,>50K
82,Government,225695,9th,15,Divorced,Handlers-cleaners,Not-in-family,White,Male,4881,0,19,United-States,<=50K
82,Private,536259,Some-college,2,Never-married,Armed-Forces,Own-child,White,Male,0,0,97,United-States,<=50K
69,Government,564083,Bachelors,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,43,United-States,<=50K
84,Government,371561,Doctorate,1,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,70,United-States,>50K
48,Private,666343,Assoc-acdm,1,Never-married,Armed-Forces,Other-relative,White,Male,57623,0,36,United-States,<=50K
34,Private,676862,Masters,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States,<=50K
72,Private,956081,Doctorate,4,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,74,United-States,<=50K
53,Private,119267,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
43,Private,398176,10th,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,>50K
70,Private,413570,12th,5,Never-married,Handlers-cleaners,Wife,White,Male,0,0,80,United-States,>50K
34,Private,270371,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,18,United-States,>50K
42,Private,208735,Preschool,1,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
19,Private,750919,Preschool,6,Divorced,Tech-support,Wife,White,Male,0,0,14,United-States,>50K
22,Private,427076,Assoc-voc,8,Widowed,Adm-clerical,Unmarried,White,Male,0,0,32,United-States,>50K
21,Private,698688,9th,14,Never-married,Armed-Forces,Own-child,White,Male,0,0,52,United-States,<=50K
53,Private,475404,Masters,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,2089,98,United-States,>50K
23,Private,368659,1st-4th,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,66,Mexico,>50K
38,Private,52769,HS-grad,3,Divorced,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
43,Private,948275,1st-4th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,22,United-States,>50K
72,Private,62084,1st-4th,1,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,33,Other,>50K
56,Self-emp,575538,5th-6th,13,Never-married,Sales,Other-relative,Black,Male,0,0,20,United-States,<=50K
50,Private,383277,12th,14,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,61,United-States,>50K
31,Private,765573,1st-4th,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,2923,26,Other,<=50K
73,Government,713227,Masters,6,Never-married,Armed-Forces,Wife,White,Female,0,0,46,United-States,>50K
38,Self-emp,377678,Masters,11,Never-married,Protective-serv,Other-relative,White,Male,0,0,22,United-States,<=50K
63,Private,481633,5th-6th,6,Never-married,Craft-repair,Husband,White,Male,0,0,71,United-States,>50K
33,Private,191652,Assoc-acdm,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,93,Mexico,>50K
33,Private,682691,10th,14,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,17,United-States,>50K
46,Private,872687,Masters,14,Divorced,Handlers-cleaners,Wife,White,Male,0,0,65,United-States,>50K
25,Without-pay,896084,Masters,3,Separated,Adm-clerical,Wife,White,Male,0,0,92,Philippines,<=50K
20,Private,542860,5th-6th,7,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,79,United-States,<=50K
36,Government,282040,Some-college,10,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,53,United-States,<=50K
83,Private,567365,9th,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,69,United-States,>50K
39,Without-pay,750694,Assoc-acdm,3,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,>50K
63,Private,998829,Masters,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,30,United-States,>50K
30,Private,347370,7th-8th,12,Divorced,Machine-op-inspct,Other-relative,Black,Male,0,0,95,United-States,>50K
50,Private,533319,Masters,7,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,51,United-States,>50K
22,Private,512606,Preschool,4,Divorced,Other-service,Not-in-family,White,Male,0,0,83,Mexico,>50K
44,Private,770232,10th,4,Never-married,Tech-support,Own-child,White,Male,0,0,83,United-States,>50K
41,Self-emp,318365,10th,3,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Female,0,0,38,United-States,<=50K
84,Private,313764,Assoc-acdm,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,89,Mexico,<=50K
80,Self-emp,357511,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,74,United-States,>50K
65,Private,651249,1st-4th,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,26,United-States,>50K
80,Private,888041,Some-college,2,Never-married,Sales,Other-relative,White,Female,0,0,39,United-States,<=50K
29,Government,675624,Preschool,4,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50K
45,Private,26049,Prof-school,8,Widowed,Transport-moving,Other-relative,White,Male,0,0,62,United-States,>50K
61,Private,742524,7th-8th,6,Divorced,Adm-clerical,Husband,White,Male,0,0,28,United-States,<=50K
60,Private,470894,Bachelors,14,Never-married,Protective-serv,Own-child,White,Male,0,0,62,United-States,>50K
34,Private,352523,HS-grad,7,Never-married,Other-service,Wife,Black,Male,0,2263,94,United-States,<=50K
57,Government,39236,12th,13,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,26,United-States,<=50K
66,Private,779839,12th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,74298,0,55,United-States,<=50K
74,Private,773461,Doctorate,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,94,United-States,>50K
81,Government,252863,11th,4,Divorced,Armed-Forces,Own-child,White,Male,0,0,62,Germany,<=50K
74,Private,948627,Bachelors,10,Never-married,Other-service,Wife,Black,Male,0,0,73,United-States,<=50K
87,Private,167079,Bachelors,10,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,54,Mexico,>50K
60,Government,806574,5th-6th,6,Widowed,Exec-managerial,Other-relative,White,Male,0,2598,58,United-States,<=50K
40,Private,38498,Bachelors,3,Married-civ-spouse,Sales,Wife,White,Male,0,0,28,United-States,<=50K
44,Self-emp,698586,Bachelors,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,1835,80,United-States,<=50K
75,Private,50348,5th-6th,13,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,332,90,United-States,<=50K
54,Self-emp,299668,10th,4,Divorced,Farming-fishing,Wife,White,Female,0,0,74,United-States,<=50K
23,Government,190561,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,46,Mexico,<=50K
82,Private,680658,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,79,United-States,<=50K
23,Private,153207,Prof-school,2,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
67,Private,654426,Some-college,6,Married-civ-spouse,Armed-Forces,Own-child,White,Male,0,0,11,United-States,>50K
39,Self-emp,82916,HS-grad,1,Never-married,Transport-moving,Own-child,White,Male,0,0,68,United-States,<=50K
42,Private,495341,7th-8th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,80143,0,14,United-States,<=50K
89,Private,370146,11th,13,Divorced,Armed-Forces,Other-relative,White,Male,0,0,46,United-States,<=50K
68,Private,571076,Some-college,12,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,>50K
65,Government,690280,Preschool,10,Divorced,Priv-house-serv,Husband,White,Male,0,0,85,United-States,>50K
87,Private,596303,HS-grad,1,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,57,Mexico,<=50K
82,Private,466226,7th-8th,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,15,United-States,>50K
77,Private,146715,HS-grad,8,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,24,United-States,>50K
63,Private,584382,5th-6th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,24,United-States,<=50K
53,Private,157801,1st-4th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,70,United-States,<=50K
75,Private,587334,Prof-school,2,Never-married,Priv-house-serv,Wife,White,Male,0,0,25,United-States,>50K
55,Government,398343,HS-grad,2,Widowed,Exec-managerial,Wife,White,Male,0,0,29,United-States,<=50K
28,Without-pay,726399,10th,12,Married-civ-spouse,Craft-repair,Other-relative,White,Male,86656,0,86,United-States,<=50K
29,Private,444500,9th,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,53,United-States,>50K
59,Private,475362,Doctorate,3,Married-civ-spouse,Sales,Wife,White,Male,0,0,51,United-States,<=50K
56,Private,356202,10th,6,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,0,0,55,United-States,>50K
88,Private,358453,5th-6th,10,Never-married,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
28,Private,546092,5th-6th,5,Never-married,Tech-support,Husband,White,Male,0,0,73,United-States,>50K
53,Private,723227,HS-grad,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,38,United-States,>50K
69,Private,935320,Some-college,12,Divorced,Craft-repair,Husband,White,Female,10978,0,12,United-States,>50K
48,Self-emp,954977,1st-4th,4,Never-married,Prof-specialty,Unmarried,White,Male,0,0,18,Mexico,>50K
50,Self-emp,677292,HS-grad,10,Divorced,Tech-support,Unmarried,White,Male,0,0,84,United-States,>50K
30,Private,190482,Some-college,2,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,2421,84,United-States,>50K
35,Private,355174,7th-8th,8,Never-married,Farming-fishing,Other-relative,White,Female,0,0,34,United-States,<=50K
58,Government,426925,Masters,10,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,95,United-States,>50K
75,Government,367869,Doctorate,7,Never-married,Armed-Forces,Unmarried,White,Male,0,0,51,United-States,>50K
73,Private,892873,9th,11,Separated,Adm-clerical,Own-child,White,Female,0,0,55,Philippines,<=50K
41,Private,540775,7th-8th,2,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,82,United-States,>50K
48,Private,420420,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,93,United-States,>50K
72,Private,540276,Bachelors,14,Never-married,Prof-specialty,Husband,White,Male,0,0,68,United-States,<=50K
27,Private,37364,11th,8,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,55441,0,30,United-States,>50K
77,Private,703763,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,83,United-States,>50K
19,Private,555336,Bachelors,15,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,31,United-States,>50K
32,Private,148165,Masters,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,38,United-States,<=50K
20,Private,243980,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Male,92341,0,72,United-States,<=50K
60,Government,355627,7th-8th,2,Divorced,Transport-moving,Other-relative,White,Male,0,0,82,United-States,>50K
48,Private,825628,9th,6,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,70,United-States,<=50K
87,Private,32727,Prof-school,7,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,73,United-States,>50K
84,Private,707527,1st-4th,14,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,78,United-States,>50K
73,Private,428100,Masters,14,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,49,United-States,>50K
80,Private,831039,Doctorate,7,Divorced,Exec-managerial,Own-child,White,Male,0,0,84,United-States,<=50K
32,Private,476427,1st-4th,3,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,10,India,>50K
27,Private,316456,10th,7,Never-married,Prof-specialty,Husband,White,Male,0,0,74,United-States,<=50K
55,Private,575057,5th-6th,15,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,71,United-States,<=50K
64,Private,140205,7th-8th,5,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,0,0,63,United-States,>50K
74,Self-emp,412791,HS-grad,8,Divorced,Protective-serv,Not-in-family,White,Male,0,1927,69,United-States,<=50K
67,Private,700434,7th-8th,15,Never-married,Sales,Not-in-family,Black,Male,0,0,55,United-States,<=50K
88,Private,515750,Bachelors,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,14,United-States,>50K
32,Private,232364,1st-4th,8,Never-married,Sales,Own-child,White,Male,0,0,31,United-States,>50K
35,Private,676024,Masters,7,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,62,United-States,<=50K
19,Private,352794,11th,6,Divorced,Exec-managerial,Other-relative,White,Male,0,0,79,United-States,<=50K
60,Private,359204,HS-grad,2,Never-married,Machine-op-inspct,Wife,White,Male,0,0,41,United-States,<=50K
43,Without-pay,782734,Masters,6,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,20,United-States,>50K
88,Government,610983,12th,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,19,United-States,<=50K
55,Private,154371,Bachelors,12,Divorced,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
59,Government,796270,1st-4th,15,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,>50K
22,Private,923757,Assoc-acdm,11,Divorced,Tech-support,Wife,White,Male,61312,0,21,United-States,<=50K
28,Government,518864,10th,9,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,0,0,89,United-States,<=50K
82,Private,955536,Preschool,15,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,47,United-States,>50K
51,Private,313541,5th-6th,2,Never-married,Protective-serv,Other-relative,White,Male,0,0,76,United-States,>50K
18,Private,731351,HS-grad,1,Never-married,Transport-moving,Husband,White,Male,0,0,75,United-States,>50K
19,Private,459135,HS-grad,11,Widowed,Other-service,Husband,White,Male,0,0,61,United-States,<=50K
37,Self-emp,380209,Bachelors,13,Married-civ-spouse,Sales,Wife,Other,Male,0,0,14,United-States,<=50K
78,Government,199519,Prof-school,5,Never-married,Armed-Forces,Husband,White,Female,0,0,20,United-States,>50K
38,Private,599786,7th-8th,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,34,United-States,>50K
85,Self-emp,924883,Assoc-acdm,6,Divorced,Protective-serv,Husband,White,Female,0,0,44,United-States,>50K
29,Self-emp,642402,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,44,United-States,<=50K
39,Private,54572,9th,8,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,31,United-States,>50K
37,Private,240888,Preschool,7,Never-married,Protective-serv,Not-in-family,White,Female,0,0,46,United-States,>50K
18,Private,211346,Masters,2,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,95,United-States,<=50K
47,Private,501018,HS-grad,12,Divorced,Adm-clerical,Wife,Black,Male,0,0,64,United-States,<=50K
41,Private,944279,7th-8th,7,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,84,United-States,<=50K
31,Private,45389,Preschool,15,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,81,United-States,>50K
53,Private,933680,Assoc-voc,15,Married-civ-spouse,Armed-Forces,Other-relative,Black,Female,0,0,73,United-States,>50K
86,Private,582551,Doctorate,1,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,29,United-States,>50K
41,Government,412328,Doctorate,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,50684,0,13,United-States,<=50K
77,Private,228711,Assoc-voc,13,Married-civ-spouse,Tech-support,Other-relative,White,Male,61519,0,27,United-States,>50K
72,Private,245417,9th,7,Married-civ-spouse,Tech-support,Husband,White,Male,62248,0,60,United-States,>50K
41,Private,954537,Preschool,6,Never-married,Priv-house-serv,Own-child,White,Male,0,0,77,United-States,<=50K
41,Private,29984,Some-college,13,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,0,0,29,United-States,<=50K
71,Private,959246,1st-4th,2,Never-married,Protective-serv,Other-relative,White,Male,0,0,18,Other,>50K
43,Private,768874,Assoc-acdm,3,Separated,Armed-Forces,Unmarried,White,Male,0,0,89,United-States,<=50K
83,Private,342188,Assoc-voc,1,Married-civ-spouse,Tech-support,Wife,White,Male,85575,0,35,United-States,>50K
55,Private,442426,11th,15,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,34,United-States,<=50K
82,Private,328950,9th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50725,0,77,United-States,<=50K
68,Private,986636,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,50,Other,>50K
52,Private,212824,Bachelors,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,68,United-States,<=50K
60,Private,820701,12th,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,54,United-States,<=50K
46,Private,337940,11th,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,<=50K
54,Private,934337,Assoc-acdm,6,Divorced,Craft-repair,Unmarried,White,Male,11695,0,47,United-States,<=50K
75,Self-emp,265965,Assoc-voc,5,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,28,United-States,<=50K
71,Private,19527,Some-college,12,Divorced,Farming-fishing,Unmarried,White,Male,0,0,23,United-States,<=50K
56,Self-emp,671304,Doctorate,3,Separated,Exec-managerial,Other-relative,White,Male,0,0,30,United-States,<=50K
59,Self-emp,425734,Assoc-acdm,5,Divorced,Adm-clerical,Other-relative,White,Female,0,0,24,United-States,<=50K
45,Private,885227,1st-4th,8,Separated,Machine-op-inspct,Wife,White,Male,0,450,12,United-States,<=50K
46,Private,917948,Prof-school,12,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,46,United-States,>50K
60,Private,236468,5th-6th,2,Never-married,Priv-house-serv,Own-child,White,Female,0,0,55,United-States,<=50K
20,Private,893527,Assoc-acdm,5,Never-married,Armed-Forces,Wife,Black,Male,0,0,25,United-States,<=50K
27,Private,567390,Bachelors,6,Divorced,Other-service,Husband,Black,Male,0,0,23,United-States,<=50K
76,Private,148741,Doctorate,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,18,United-States,>50K
31,Private,373227,12th,8,Never-married,Farming-fishing,Other-relative,White,Male,0,0,16,United-States,>50K
64,Private,297523,Assoc-voc,8,Never-married,Other-service,Unmarried,White,Male,0,0,23,United-States,<=50K
59,Self-emp,426928,9th,15,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,15,United-States,<=50K
49,Private,651413,Doctorate,5,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,94,Mexico,<=50K
49,Government,291335,Assoc-voc,9,Married-civ-spouse,Armed-Forces,Wife,White,Male,0,0,24,Canada,<=50K
59,Government,270978,Preschool,4,Never-married,Machine-op-inspct,Wife,White,Male,0,0,61,United-States,>50K
49,Government,154331,Preschool,12,Separated,Tech-support,Husband,White,Female,0,0,81,United-States,>50K
43,Self-emp,703318,7th-8th,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,43,United-States,<=50K
18,Private,166588,Bachelors,11,Married-civ-spouse,Sales,Wife,White,Male,0,0,10,Mexico,>50K
73,Private,45931,12th,7,Separated,Prof-specialty,Not-in-family,White,Male,0,0,78,United-States,>50K
19,Private,871062,7th-8th,6,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,35742,0,95,United-States,<=50K
47,Private,21624,Masters,4,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,29,United-States,>50K
88,Self-emp,164944,Masters,2,Married-civ-spouse,Craft-repair,Wife,White,Male,0,1728,89,United-States,<=50K
69,Without-pay,134148,10th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,75781,0,16,United-States,>50K
26,Private,304935,5th-6th,6,Never-married,Exec-managerial,Unmarried,White,Female,0,0,16,United-States,<=50K
39,Private,801084,11th,12,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,59,United-States,<=50K
51,Private,307660,Some-college,15,Divorced,Prof-specialty,Wife,White,Male,0,0,11,United-States,<=50K
66,Private,913570,Assoc-acdm,3,Never-married,Transport-moving,Wife,White,Female,0,2598,56,India,>50K
18,Private,232580,Masters,7,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,0,0,23,Philippines,<=50K
70,Private,18095,Prof-school,10,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,>50K
57,Self-emp,209965,5th-6th,7,Never-married,Armed-Forces,Not-in-family,White,Male,0,695,59,United-States,>50K
62,Private,280239,HS-grad,6,Never-married,Armed-Forces,Own-child,White,Male,0,0,70,United-States,>50K
85,Government,86216,HS-grad,2,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K
26,Private,902819,9th,8,Married-civ-spouse,Armed-Forces,Husband,Black,Male,0,0,23,United-States,<=50K
39,Self-emp,458340,12th,1,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,14,United-States,<=50K
35,Private,693602,10th,13,Never-married,Prof-specialty,Wife,White,Female,0,0,84,United-States,<=50K
60,Government,560621,11th,1,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States,>50K
56,Private,416385,10th,6,Divorced,Priv-house-serv,Own-child,Black,Male,0,0,73,United-States,<=50K
23,Private,624363,Bachelors,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,38,United-States,<=50K
65,Private,926831,Prof-school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,84,United-States,>50K
24,Government,639661,9th,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,14,United-States,>50K
86,Private,331366,11th,12,Divorced,Farming-fishing,Own-child,White,Male,0,2909,45,United-States,>50K
33,Private,490474,Some-college,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,88,United-States,<=50K
18,Private,684276,Bachelors,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,United-States,<=50K
54,Private,136394,10th,13,Never-married,Protective-serv,Husband,White,Male,0,0,73,Philippines,>50K
54,Self-emp,834537,HS-grad,12,Never-married,Protective-serv,Own-child,White,Male,0,134,31,United-States,<=50K
81,Private,79309,Preschool,7,Never-married,Sales,Other-relative,White,Male,0,0,43,United-States,>50K
79,Private,451410,Masters,15,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,65,United-States,>50K
89,Without-pay,593710,Some-college,3,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,26,United-States,<=50K
78,Self-emp,983121,Doctorate,1,Never-married,Tech-support,Wife,White,Male,0,0,85,United-States,>50K
50,Government,31045,9th,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,98,United-States,<=50K
83,Private,470809,Masters,8,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,65,United-States,>50K
47,Private,551349,10th,14,Never-married,Tech-support,Own-child,White,Male,0,0,26,United-States,>50K
37,Private,219746,5th-6th,12,Never-married,Transport-moving,Husband,White,Female,0,0,83,United-States,<=50K
77,Self-emp,570030,12th,3,Never-married,Sales,Other-relative,White,Female,0,0,91,United-States,>50K
41,Private,297004,1st-4th,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,27,United-States,>50K
21,Private,266152,7th-8th,8,Widowed,Armed-Forces,Husband,White,Female,0,0,54,United-States,>50K
54,Private,222511,10th,7,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,87,United-States,>50K
21,Private,720160,12th,12,Separated,Protective-serv,Not-in-family,White,Female,0,0,65,United-States,<=50K
